Name,Artist,Album,Genre,Song Length,Release Year,Date Added,Play Count,Skip Count,Rating
Flower Field,Asuka Hayazaki,Super Smash Bros. Anthology - Vol. 07: Yoshi,Game,02:13,2008,12/10/2023,0,0,0
Wildlands,Shogo Sakai,Super Smash Bros. Anthology - Vol. 07: Yoshi,Game,03:14,2008,12/10/2023,0,0,0
Main Theme - Yoshi's New Island,Shota Kageyama,Super Smash Bros. Anthology - Vol. 07: Yoshi,Game,05:17,2018,12/10/2023,0,1,0
Main Theme - Yoshi's New Island,Masayoshi Ishi,Super Smash Bros. Anthology - Vol. 07: Yoshi,Game,03:08,2014,12/10/2023,0,0,0
Bandit Valley,Masayoshi Ishi,Super Smash Bros. Anthology - Vol. 07: Yoshi,Game,03:21,2014,12/10/2023,11,2,5
Main Theme - Yoshi's Woolly World,Taku Inoue,Super Smash Bros. Anthology - Vol. 07: Yoshi,Game,03:43,2014,12/10/2023,0,0,0
Main Theme - Yoshi's Woolly World,Kazumi Totaka,Super Smash Bros. Anthology - Vol. 07: Yoshi,Game,02:31,2015,12/10/2023,0,0,0
Green Greens (Melee),Hirokazu Ando,Super Smash Bros. Anthology - Vol. 08: Kirby,Game,03:10,2001,12/10/2023,0,0,0
Green Greens (for 3DS / Wii U),Masashi Hamauzu,Super Smash Bros. Anthology - Vol. 08: Kirby,Game,04:19,2014,12/10/2023,0,0,0
Kirby Retro Medley,Jun Ishikawa,Super Smash Bros. Anthology - Vol. 08: Kirby,Game,05:58,1992,12/10/2023,0,0,0
King Dedede's Theme (Brawl),Yoko Shimomura,Super Smash Bros. Anthology - Vol. 08: Kirby,Game,03:20,2008,12/10/2023,0,0,0
King Dedede's Theme (for 3DS / Wii U),"Hideki Ishigaki, Hideki Onoue (HIDE+HIDE)",Super Smash Bros. Anthology - Vol. 08: Kirby,Game,03:47,2014,12/10/2023,0,0,0
Staff Credits - Kirby's Dream Land,MASAKI,Super Smash Bros. Anthology - Vol. 08: Kirby,Game,04:00,2018,12/10/2023,0,0,0
Boss Theme Medley - Kirby Series,Kentaro Ishizaka,Super Smash Bros. Anthology - Vol. 08: Kirby,Game,03:47,2008,12/10/2023,0,0,0
Ice Cream Island,Yoshihito Yano,Super Smash Bros. Anthology - Vol. 08: Kirby,Game,03:55,2015,12/10/2023,0,0,0
Butter Building (Brawl),Jun Fukuda,Super Smash Bros. Anthology - Vol. 08: Kirby,Game,03:05,2008,12/10/2023,0,0,0
Butter Building (for 3DS / Wii U),Tsukasa Masuko,Super Smash Bros. Anthology - Vol. 08: Kirby,Game,04:05,2014,12/10/2023,0,0,0
Gourmet Race (Brawl),Motoi Sakuraba,Super Smash Bros. Anthology - Vol. 08: Kirby,Game,03:31,2008,12/10/2023,0,1,0
Gourmet Race (64),Hirokazu Ando,Super Smash Bros. Anthology - Vol. 08: Kirby,Game,02:22,1999,12/10/2023,0,0,0
Gourmet Race (Melee),Tadashi Ikegami,Super Smash Bros. Anthology - Vol. 08: Kirby,Game,05:22,2001,12/10/2023,0,0,0
The Great Cave Offensive,Hideki Sakamoto,Super Smash Bros. Anthology - Vol. 08: Kirby,Game,04:13,2014,12/10/2023,0,0,0
Meta Knight's Revenge,Noriyuki Iwadare,Super Smash Bros. Anthology - Vol. 08: Kirby,Game,04:06,2007,12/10/2023,0,0,0
Vs. Marx,Yasunori Mitsuda,Super Smash Bros. Anthology - Vol. 08: Kirby,Game,03:43,2008,12/10/2023,0,0,0
Planet Popstar,Jun Ishikawa,Super Smash Bros. Anthology - Vol. 08: Kirby,Game,03:01,2000,12/10/2023,0,0,0
02 Battle,Koji Hayama,Super Smash Bros. Anthology - Vol. 08: Kirby,Game,03:38,2008,12/10/2023,0,0,0
Forest Stage,Hirokazu Ando,Super Smash Bros. Anthology - Vol. 08: Kirby,Game,01:36,2003,12/10/2023,0,1,0
Celestial Valley,Hirokazu Ando,Super Smash Bros. Anthology - Vol. 08: Kirby,Game,02:06,2003,12/10/2023,0,0,0
Frozen Hillside,Shogo Sakai,Super Smash Bros. Anthology - Vol. 08: Kirby,Game,02:55,2003,12/10/2023,0,0,0
Checker Knights,"Jun Ishikawa, Hirokazu Ando, Shogo Sakai, Tadashi Ikegami",Super Smash Bros. Anthology - Vol. 08: Kirby,Game,04:19,2008,12/10/2023,0,0,0
City Trial,Noriyuki Iwadare,Super Smash Bros. Anthology - Vol. 08: Kirby,Game,04:42,2018,12/10/2023,0,1,0
The Legendary Air Ride Machine,Shogo Sakai,Super Smash Bros. Anthology - Vol. 08: Kirby,Game,03:13,2008,12/10/2023,0,0,0
Forest/Nature Area,Yasunori Mitsuda,Super Smash Bros. Anthology - Vol. 08: Kirby,Game,03:59,2014,12/10/2023,0,0,0
Forest/Nature Area,"Atsuyoshi Isemura, Hironobu Ingaki",Super Smash Bros. Anthology - Vol. 08: Kirby,Game,02:24,2004,12/10/2023,0,0,0
Squeak Squad Theme,Hirokazu Tanaka. ex,Super Smash Bros. Anthology - Vol. 08: Kirby,Game,03:29,2008,12/10/2023,0,0,0
The Adventure Begins,"Jun Ishikawa, Hirokazu Ando",Super Smash Bros. Anthology - Vol. 08: Kirby,Game,03:16,2011,12/10/2023,0,0,0
Through the Forest,"Jun Ishikawa, Hirokazu Ando",Super Smash Bros. Anthology - Vol. 08: Kirby,Game,01:23,2011,12/10/2023,0,0,0
Sky Tower,"Jun Ishikawa, Hirokazu Ando",Super Smash Bros. Anthology - Vol. 08: Kirby,Game,01:46,2011,12/10/2023,0,0,0
Dangerous Dinner,"Jun Ishikawa, Hirokazu Ando",Super Smash Bros. Anthology - Vol. 08: Kirby,Game,01:16,2011,12/10/2023,0,0,0
CROWNED,Hirokazu Ando,Super Smash Bros. Anthology - Vol. 08: Kirby,Game,04:55,2011,12/10/2023,0,0,0
Floral Fields,Jun Ishikawa,Super Smash Bros. Anthology - Vol. 08: Kirby,Game,02:40,2014,12/10/2023,0,0,0
Fatal Blooms in Moonlight,Hirokazu Ando,Super Smash Bros. Anthology - Vol. 08: Kirby,Game,03:59,2014,12/10/2023,0,0,0
The World to Win,Hirokazu Ando,Super Smash Bros. Anthology - Vol. 08: Kirby,Game,03:11,2014,12/10/2023,0,0,0
CROWNED: Ver.2,Hirokazu Ando,Super Smash Bros. Anthology - Vol. 08: Kirby,Game,03:50,2014,12/10/2023,0,0,0
Venturing into the Mechanized World,"Jun Ishikawa, Hirokazu Ando",Super Smash Bros. Anthology - Vol. 08: Kirby,Game,02:07,2016,12/10/2023,0,0,0
Pink Ball Activate!,"Jun Ishikawa, Hirokazu Ando",Super Smash Bros. Anthology - Vol. 08: Kirby,Game,02:56,2016,12/10/2023,0,0,0
Kirby Battle Royale: Main Theme,"Megumi Ohara, Shogo Sakai",Super Smash Bros. Anthology - Vol. 08: Kirby,Game,02:55,2017,12/10/2023,0,0,0
A Battle of Friends and Bonds 2,Hirokazu Ando,Super Smash Bros. Anthology - Vol. 08: Kirby,Game,03:10,2018,12/10/2023,0,0,0
Green Greens,Jun Ishikawa,Super Smash Bros. Anthology - Vol. 08: Kirby,Game,01:07,1992,12/10/2023,0,0,0
Castle Lololo,Jun Ishikawa,Super Smash Bros. Anthology - Vol. 08: Kirby,Game,01:08,1992,12/10/2023,0,0,0
Float Islands,Jun Ishikawa,Super Smash Bros. Anthology - Vol. 08: Kirby,Game,01:18,1992,12/10/2023,0,0,0
Bubbly Clouds,Jun Ishikawa,Super Smash Bros. Anthology - Vol. 08: Kirby,Game,01:30,1992,12/10/2023,0,0,0
Mt. Dedede,Jun Ishikawa,Super Smash Bros. Anthology - Vol. 08: Kirby,Game,00:58,1992,12/10/2023,0,0,0
Main Theme - Star Fox,Seiji Momoi,Super Smash Bros. Anthology - Vol. 09: Star Fox,Game,04:03,2008,12/10/2023,0,0,0
Corneria - Star Fox,Kentaro Ishizaka,Super Smash Bros. Anthology - Vol. 09: Star Fox,Game,02:52,2008,12/10/2023,0,0,0
Space Armada,Kenji Ito,Super Smash Bros. Anthology - Vol. 09: Star Fox,Game,03:09,2007,12/10/2023,0,0,0
Star Fox Medley,Hirokazu Ando,Super Smash Bros. Anthology - Vol. 09: Star Fox,Game,02:19,2001,12/10/2023,0,1,0
Main Theme - Star Fox 64 (64),Hirokazu Ando,Super Smash Bros. Anthology - Vol. 09: Star Fox,Game,02:22,1999,12/10/2023,0,0,0
Main Theme - Star Fox 64 (Melee),Tadashi Ikegami,Super Smash Bros. Anthology - Vol. 09: Star Fox,Game,03:41,2001,12/10/2023,0,0,0
Main Theme - Star Fox 64 (Brawl),Yusuke Takahama,Super Smash Bros. Anthology - Vol. 09: Star Fox,Game,02:42,2008,12/10/2023,1,0,0
Star Wolf,Hajime Wakai,Super Smash Bros. Anthology - Vol. 09: Star Fox,Game,03:15,2005,12/10/2023,0,0,0
Star Wolf (Brawl),Kentaro Ishizaka,Super Smash Bros. Anthology - Vol. 09: Star Fox,Game,02:36,2008,12/10/2023,0,0,0
Star Wolf's Theme / Sector Z (for 3DS / Wii U),Mahito Yokota,Super Smash Bros. Anthology - Vol. 09: Star Fox,Game,03:58,2014,12/10/2023,0,0,0
Area 6 - Star Fox 64,Hajime Wakai,Super Smash Bros. Anthology - Vol. 09: Star Fox,Game,02:00,2008,12/10/2023,0,0,0
Area 6 Ver. 2 - Star Fox 64,Hajime Wakai,Super Smash Bros. Anthology - Vol. 09: Star Fox,Game,03:00,2008,12/10/2023,0,0,0
Theme from Area 6 / Missile Slipstream,Motoi Sakuraba,Super Smash Bros. Anthology - Vol. 09: Star Fox,Game,03:39,2014,12/10/2023,0,0,0
Space Battleground,"Yoshie Arakawa, Yoshinori Kawamoto",Super Smash Bros. Anthology - Vol. 09: Star Fox,Game,02:18,2005,12/10/2023,0,0,0
Break: Through the Ice,Hajime Wakai,Super Smash Bros. Anthology - Vol. 09: Star Fox,Game,02:12,2005,12/10/2023,0,0,0
Corneria - Star Fox Zero,Hitomi Kurokawa,Super Smash Bros. Anthology - Vol. 09: Star Fox,Game,02:43,2016,12/10/2023,0,0,0
Sector Ω,Yukari Suita,Super Smash Bros. Anthology - Vol. 09: Star Fox,Game,02:47,2016,12/10/2023,0,0,0
Return to Corneria - Star Fox Zero,Rei Kondoh,Super Smash Bros. Anthology - Vol. 09: Star Fox,Game,03:57,2016,12/10/2023,0,0,0
Main Theme - Pokémon Red & Pokémon Blue (64),Hirokazu Ando,Super Smash Bros. Anthology - Vol. 10: Pokémon,Game,01:52,1999,12/10/2023,0,0,0
Main Theme - Pokémon Red & Pokémon Blue (Melee),Shogo Sakai,Super Smash Bros. Anthology - Vol. 10: Pokémon,Game,03:18,2001,12/10/2023,0,0,0
Main Theme - Pokémon Red & Pokémon Blue (Brawl),Seiji Momoi,Super Smash Bros. Anthology - Vol. 10: Pokémon,Game,03:24,2008,12/10/2023,0,0,0
Road to Viridian City - Pokémon Red / Pokémon Blue,Shogo Sakai,Super Smash Bros. Anthology - Vol. 10: Pokémon,Game,03:23,2008,12/10/2023,0,0,0
Pokémon Center - Pokémon Red / Pokémon Blue,Kentaro Ishizaka,Super Smash Bros. Anthology - Vol. 10: Pokémon,Game,03:22,2008,12/10/2023,0,0,0
Pokémon Gym/Evolution - Pokémon Red / Pokémon Blue,Kenichi Okuma,Super Smash Bros. Anthology - Vol. 10: Pokémon,Game,03:50,2007,12/10/2023,0,0,0
Pokémon Red / Pokémon Blue Medley,Hirokazu Ando,Super Smash Bros. Anthology - Vol. 10: Pokémon,Game,04:40,2001,12/10/2023,0,0,0
Pokémon Gold / Pokémon Silver Medley,Hirokazu Ando,Super Smash Bros. Anthology - Vol. 10: Pokémon,Game,03:12,2001,12/10/2023,0,0,0
Battle! (Wild Pokémon) - Pokémon Ruby / Pokémon Sapphire,Shogo Sakai,Super Smash Bros. Anthology - Vol. 10: Pokémon,Game,03:04,2008,12/10/2023,0,0,0
Victory Road - Pokémon Ruby / Pokémon Sapphire,Motoi Sakuraba,Super Smash Bros. Anthology - Vol. 10: Pokémon,Game,04:03,2008,12/10/2023,0,0,0
Battle! (Wild Pokémon) - Pokémon Diamond / Pokémon Pearl,Koji Hayama,Super Smash Bros. Anthology - Vol. 10: Pokémon,Game,03:41,2014,12/10/2023,0,0,0
Battle! (Wild Pokémon) - Pokémon Diamond / Pokémon Pearl,Yuka Tsujiyoko,Super Smash Bros. Anthology - Vol. 10: Pokémon,Game,03:08,2008,12/10/2023,0,0,0
Battle! (Team Galactic),Masato Kouda,Super Smash Bros. Anthology - Vol. 10: Pokémon,Game,02:30,2008,12/10/2023,0,0,0
Route 209 - Pokémon Diamond / Pokémon Pearl,Shogo Sakai,Super Smash Bros. Anthology - Vol. 10: Pokémon,Game,02:50,2008,12/10/2023,12,3,5
Battle! (Dialga/Palkia) / Spear Pillar,Takahiro Nishi,Super Smash Bros. Anthology - Vol. 10: Pokémon,Game,06:01,2008,12/10/2023,0,0,0
Battle! (Champion) / Champion Cynthia,Manaka Kataoka,Super Smash Bros. Anthology - Vol. 10: Pokémon,Game,04:12,2014,12/10/2023,0,0,0
Route 10 - Pokémon Black / Pokémon White,Yoko Shimomura,Super Smash Bros. Anthology - Vol. 10: Pokémon,Game,03:51,2014,12/10/2023,0,0,0
N's Castle,Shota Kageyama,Super Smash Bros. Anthology - Vol. 10: Pokémon,Game,04:00,2014,12/10/2023,0,0,0
Battle! (Reshiram/Zekrom),Atsuko Asahi,Super Smash Bros. Anthology - Vol. 10: Pokémon,Game,03:51,2014,12/10/2023,0,0,0
Route 23 - Pokémon Black 2 / Pokémon White 2,Yuka Tsujiyoko,Super Smash Bros. Anthology - Vol. 10: Pokémon,Game,04:20,2014,12/10/2023,0,1,0
Battle! (Wild Pokémon) - Pokémon X / Pokémon Y,Junichi Masuda,Super Smash Bros. Anthology - Vol. 10: Pokémon,Game,01:33,2013,12/10/2023,0,0,0
Battle! (Trainer Battle) - Pokémon X / Pokémon Y,Yuzo Koshiro,Super Smash Bros. Anthology - Vol. 10: Pokémon,Game,04:00,2014,12/10/2023,0,0,0
Battle! (Team Flare),Motoi Sakuraba,Super Smash Bros. Anthology - Vol. 10: Pokémon,Game,03:43,2014,12/10/2023,0,0,0
Lumiose City,Shota Kageyama,Super Smash Bros. Anthology - Vol. 10: Pokémon,Game,01:51,2013,12/10/2023,0,0,0
Victory Road - Pokémon X / Pokémon Y,Minako Adachi,Super Smash Bros. Anthology - Vol. 10: Pokémon,Game,02:08,2013,12/10/2023,0,0,0
Battle! (Champion) - Pokémon X / Pokémon Y,Junichi Masuda,Super Smash Bros. Anthology - Vol. 10: Pokémon,Game,02:58,2013,12/10/2023,0,0,0
Battle! (Steven),Soshi Abe,Super Smash Bros. Anthology - Vol. 10: Pokémon,Game,04:06,2018,12/10/2023,0,0,0
Battle! (Lorekeeper Zinnia),Shota Kageyama,Super Smash Bros. Anthology - Vol. 10: Pokémon,Game,04:54,2018,12/10/2023,0,0,0
Battle! (Wild Pokémon) - Pokémon Sun / Pokémon Moon,Hiroyuki Kawada,Super Smash Bros. Anthology - Vol. 10: Pokémon,Game,04:09,2018,12/10/2023,0,0,0
Battle! (Trainer) - Pokémon Sun / Pokémon Moon,Yasushi Asada,Super Smash Bros. Anthology - Vol. 10: Pokémon,Game,04:18,2018,12/10/2023,0,0,0
Battle! (Island Kahuna),Yasuaki Iwata,Super Smash Bros. Anthology - Vol. 10: Pokémon,Game,03:59,2018,12/10/2023,0,0,0
Battle! (Gladion),Manami Kiyota,Super Smash Bros. Anthology - Vol. 10: Pokémon,Game,05:13,2018,12/10/2023,0,0,0
Battle! (Elite Four) / Battle! (Solgaleo/Lunala),Akihiro Honda,Super Smash Bros. Anthology - Vol. 10: Pokémon,Game,05:10,2018,12/10/2023,0,0,0
The Battle at the Summit!,Shota Kageyama,Super Smash Bros. Anthology - Vol. 10: Pokémon,Game,05:13,2018,12/10/2023,0,0,0
Mute City,Yumiko Kanki,Super Smash Bros. Anthology - Vol. 11: F-Zero,Game,02:05,1990,12/10/2023,0,0,0
Mute City (Melee),Takuto Kitsuta,Super Smash Bros. Anthology - Vol. 11: F-Zero,Game,03:25,2001,12/10/2023,0,1,0
Mute City (Brawl),Yasufumi Fukuda,Super Smash Bros. Anthology - Vol. 11: F-Zero,Game,03:39,2008,12/10/2023,0,0,0
Mute City (for 3DS / Wii U),Kenji Ito,Super Smash Bros. Anthology - Vol. 11: F-Zero,Game,03:45,2014,12/10/2023,0,0,0
Big Blue,Takeshi Kuramochi,Super Smash Bros. Anthology - Vol. 11: F-Zero,Game,04:23,2018,12/10/2023,0,0,0
Big Blue,Naoto Ishida,Super Smash Bros. Anthology - Vol. 11: F-Zero,Game,02:14,1990,12/10/2023,0,1,0
Big Blue (Melee),Hirokazu Ando,Super Smash Bros. Anthology - Vol. 11: F-Zero,Game,03:58,2001,12/10/2023,0,1,0
Sand Ocean,Hitokazu Tanaka. ex,Super Smash Bros. Anthology - Vol. 11: F-Zero,Game,04:11,2018,12/10/2023,0,0,0
Sand Ocean,Yumiko Kanki,Super Smash Bros. Anthology - Vol. 11: F-Zero,Game,02:10,1990,12/10/2023,0,0,0
Death Wind,Yumiko Kanki,Super Smash Bros. Anthology - Vol. 11: F-Zero,Game,02:16,1990,12/10/2023,0,0,0
F-ZERO Medley,Takenobu Mitsuyoshi,Super Smash Bros. Anthology - Vol. 11: F-Zero,Game,04:25,2018,12/10/2023,0,0,0
Silence,Yumiko Kanki,Super Smash Bros. Anthology - Vol. 11: F-Zero,Game,01:30,1990,12/10/2023,0,0,0
Port Town,Yumiko Kanki,Super Smash Bros. Anthology - Vol. 11: F-Zero,Game,02:16,1990,12/10/2023,0,0,0
Red Canyon,Yumiko Kanki,Super Smash Bros. Anthology - Vol. 11: F-Zero,Game,02:20,1990,12/10/2023,0,0,0
White Land,Arata Iiyoshi,Super Smash Bros. Anthology - Vol. 11: F-Zero,Game,04:55,2008,12/10/2023,0,0,0
White Land I,Yumiko Kanki,Super Smash Bros. Anthology - Vol. 11: F-Zero,Game,02:05,1990,12/10/2023,0,0,0
White Land II,Yumiko Kanki,Super Smash Bros. Anthology - Vol. 11: F-Zero,Game,01:40,1990,12/10/2023,0,0,0
Fire Field,Yusuke Takahama,Super Smash Bros. Anthology - Vol. 11: F-Zero,Game,02:16,2008,12/10/2023,0,0,0
Fire Field,Yumiko Kanki,Super Smash Bros. Anthology - Vol. 11: F-Zero,Game,03:02,1990,12/10/2023,0,0,0
Car Select,Taro Bando,Super Smash Bros. Anthology - Vol. 11: F-Zero,Game,00:49,1998,12/10/2023,0,0,0
Dream Chaser,Taro Bando,Super Smash Bros. Anthology - Vol. 11: F-Zero,Game,02:24,1998,12/10/2023,0,0,0
Devil's Call in Your Heart,Taro Bando,Super Smash Bros. Anthology - Vol. 11: F-Zero,Game,01:33,1998,12/10/2023,0,0,0
Climb Up! And Get the Last Chance!,Taro Bando,Super Smash Bros. Anthology - Vol. 11: F-Zero,Game,01:48,1998,12/10/2023,0,0,0
Brain Cleaner,Hidenori Shoji,Super Smash Bros. Anthology - Vol. 11: F-Zero,Game,03:20,2003,12/10/2023,0,0,0
Shotgun Kiss,Hidenori Shoji,Super Smash Bros. Anthology - Vol. 11: F-Zero,Game,04:20,2003,12/10/2023,0,0,0
Planet Colors,Hidenori Shoji,Super Smash Bros. Anthology - Vol. 11: F-Zero,Game,04:21,2003,12/10/2023,0,0,0
Fire Emblem Theme,Shogo Sakai,Super Smash Bros. Anthology - Vol. 13: Fire Emblem,Game,05:53,2007,12/10/2023,0,0,0
Fire Emblem Theme (Heroic Origins),Hideki Sakamoto,Super Smash Bros. Anthology - Vol. 13: Fire Emblem,Game,04:47,2018,12/10/2023,0,0,0
Code Name: F.E.,Yuka Tsujiyoko,Super Smash Bros. Anthology - Vol. 13: Fire Emblem,Game,02:53,2015,12/10/2023,0,0,0
Lords-A Chance Encounter,Yuka Tsujiyoko,Super Smash Bros. Anthology - Vol. 13: Fire Emblem,Game,04:29,2015,12/10/2023,0,0,0
Story 5 Meeting (Brawl Mix),Shogo Sakai,Super Smash Bros. Anthology - Vol. 13: Fire Emblem,Game,04:13,2008,12/10/2023,0,0,0
Story 5 Meeting,Shogo Sakai,Super Smash Bros. Anthology - Vol. 13: Fire Emblem,Game,03:59,2001,12/10/2023,0,0,0
Shadow Dragon Medley,Keigo Ozaki,Super Smash Bros. Anthology - Vol. 13: Fire Emblem,Game,04:43,2008,12/10/2023,0,0,0
Coliseum Series Medley,Akari Kaida,Super Smash Bros. Anthology - Vol. 13: Fire Emblem,Game,04:10,2014,12/10/2023,0,0,0
March to Deliverance,Yuka Tsujiyoko,Super Smash Bros. Anthology - Vol. 13: Fire Emblem,Game,03:54,2017,12/10/2023,0,0,0
With Mila's Divine Protection (Celica Map 1),Noriyuki Iwadare,Super Smash Bros. Anthology - Vol. 13: Fire Emblem,Game,04:16,2008,12/10/2023,0,0,0
Fight 1 - Fire Emblem Gaiden,Michiru Yamane,Super Smash Bros. Anthology - Vol. 13: Fire Emblem,Game,04:02,2014,12/10/2023,0,0,0
Lords-Showdown,Yuka Tsujiyoko,Super Smash Bros. Anthology - Vol. 13: Fire Emblem,Game,03:41,2015,12/10/2023,0,0,0
Those Who Challenge Gods,Yuka Tsujiyoko,Super Smash Bros. Anthology - Vol. 13: Fire Emblem,Game,02:08,2017,12/10/2023,0,0,0
Under This Banner,Takeshi Kuramochi,Super Smash Bros. Anthology - Vol. 13: Fire Emblem,Game,04:50,2018,12/10/2023,0,0,0
Advance,Takeshi Kuramochi,Super Smash Bros. Anthology - Vol. 13: Fire Emblem,Game,04:09,2018,12/10/2023,0,0,0
Fire Emblem: Mystery of the Emblem Medley,Jesahm,Super Smash Bros. Anthology - Vol. 13: Fire Emblem,Game,04:12,2014,12/10/2023,0,0,0
Meeting Theme Series Medley,Yuka Tsujiyoko,Super Smash Bros. Anthology - Vol. 13: Fire Emblem,Game,04:15,2014,12/10/2023,0,0,0
Edge of Adversity,Yuka Tsujiyoko,Super Smash Bros. Anthology - Vol. 13: Fire Emblem,Game,05:38,2018,12/10/2023,0,0,0
Beyond Distant Skies - Roy's Departure,Takeshi Kuramochi,Super Smash Bros. Anthology - Vol. 13: Fire Emblem,Game,04:10,2018,12/10/2023,0,0,0
Winning Road - Roy's Hope,Kentaro Ishizaka,Super Smash Bros. Anthology - Vol. 13: Fire Emblem,Game,03:34,2008,12/10/2023,0,0,0
Attack - Fire Emblem,Kenji Ito,Super Smash Bros. Anthology - Vol. 13: Fire Emblem,Game,03:57,2008,12/10/2023,0,0,0
Preparing to Advance,Yuka Tsujiyoko,Super Smash Bros. Anthology - Vol. 13: Fire Emblem,Game,04:08,2008,12/10/2023,0,0,0
Victory is Near,Yoshito Hirano,Super Smash Bros. Anthology - Vol. 13: Fire Emblem,Game,02:13,2005,12/10/2023,0,0,0
Crimean Army Sortie,Yoshito Hirano,Super Smash Bros. Anthology - Vol. 13: Fire Emblem,Game,06:41,2005,12/10/2023,0,0,0
Crimean Army Sortie (Short),Yoshito Hirano,Super Smash Bros. Anthology - Vol. 13: Fire Emblem,Game,04:08,2005,12/10/2023,0,0,0
Against the Dark Knight,Atsushi Yoshida,Super Smash Bros. Anthology - Vol. 13: Fire Emblem,Game,01:47,2005,12/10/2023,0,0,0
Power-Hungry Fool,Yoshito Hirano,Super Smash Bros. Anthology - Vol. 13: Fire Emblem,Game,03:42,2005,12/10/2023,0,0,0
Eternal Bond,Yoshito Hirano,Super Smash Bros. Anthology - Vol. 13: Fire Emblem,Game,04:20,2007,12/10/2023,0,0,0
The Devoted,Yoshito Hirano,Super Smash Bros. Anthology - Vol. 13: Fire Emblem,Game,01:34,2007,12/10/2023,0,0,0
Time of Action,Yoshito Hirano,Super Smash Bros. Anthology - Vol. 13: Fire Emblem,Game,01:30,2007,12/10/2023,0,0,0
Prelude (Ablaze),Testuya Shibata,Super Smash Bros. Anthology - Vol. 13: Fire Emblem,Game,04:34,2018,12/10/2023,0,0,0
Duty (Ablaze),Hiroki Morishita,Super Smash Bros. Anthology - Vol. 13: Fire Emblem,Game,04:23,2012,12/10/2023,0,0,0
Destiny (Ablaze),Akihiro Honda,Super Smash Bros. Anthology - Vol. 13: Fire Emblem,Game,04:40,2018,12/10/2023,0,0,0
Conquest (Ablaze),Hiroki Morishita,Super Smash Bros. Anthology - Vol. 13: Fire Emblem,Game,04:17,2012,12/10/2023,0,0,0
Id (Purpose),Takeshi Kuramochi,Super Smash Bros. Anthology - Vol. 13: Fire Emblem,Game,06:25,2018,12/10/2023,0,0,0
Id (Purpose),Hiroki Morishita,Super Smash Bros. Anthology - Vol. 13: Fire Emblem,Game,04:15,2012,12/10/2023,0,0,0
Lost in Thoughts All Alone,Masato Kouda,Super Smash Bros. Anthology - Vol. 13: Fire Emblem,Game,05:11,2018,12/10/2023,0,0,0
Lost in Thoughts All Alone (JP),Hiroki Morishita,Super Smash Bros. Anthology - Vol. 13: Fire Emblem,Game,02:38,2015,12/10/2023,0,0,0
Lost in Thoughts All Alone,Hiroki Morishita,Super Smash Bros. Anthology - Vol. 13: Fire Emblem,Game,02:38,2015,12/10/2023,0,0,0
Lost in Thoughts All Alone (for 3DS / Wii U),Junichi Nakatsuru,Super Smash Bros. Anthology - Vol. 13: Fire Emblem,Game,04:53,2016,12/10/2023,0,0,0
Gear Up For...,Hiroki Morishita,Super Smash Bros. Anthology - Vol. 13: Fire Emblem,Game,04:28,2018,12/10/2023,0,0,0
Lord of a Dead Empire,Yasuhisha Baba,Super Smash Bros. Anthology - Vol. 13: Fire Emblem,Game,05:01,2017,12/10/2023,0,0,0
The Scions' Dance in Purgatory,Yasuhisha Baba,Super Smash Bros. Anthology - Vol. 13: Fire Emblem,Game,02:42,2017,12/10/2023,0,0,0
Fire Emblem: Three Houses Main Theme (JP),Akihiro Honda,Super Smash Bros. Anthology - Vol. 13: Fire Emblem,Game,05:01,2020,12/10/2023,1,0,0
Fire Emblem: Three Houses Main Theme,Akihiro Honda,Super Smash Bros. Anthology - Vol. 13: Fire Emblem,Game,05:01,2020,12/10/2023,0,0,0
Fódlan Winds,"Takeru Kanazaki, Hiroki Morishita, Rei Kondoh",Super Smash Bros. Anthology - Vol. 13: Fire Emblem,Game,11:01,2019,12/10/2023,0,0,0
Blue Skies and a Battle,"Takeru Kanazaki, Hiroki Morishita, Rei Kondoh",Super Smash Bros. Anthology - Vol. 13: Fire Emblem,Game,05:57,2019,12/10/2023,0,0,0
Tearing Through Heaven,"Takeru Kanazaki, Hiroki Morishita, Rei Kondoh",Super Smash Bros. Anthology - Vol. 13: Fire Emblem,Game,05:42,2019,12/10/2023,0,1,0
Chasing Daybreak,"Takeru Kanazaki, Hiroki Morishita, Rei Kondoh",Super Smash Bros. Anthology - Vol. 13: Fire Emblem,Game,09:55,2019,12/10/2023,0,0,0
Between Heaven and Earth,"Takeru Kanazaki, Hiroki Morishita, Rei Kondoh",Super Smash Bros. Anthology - Vol. 13: Fire Emblem,Game,05:57,2019,12/10/2023,0,0,0
Paths That Will Never Cross,"Takeru Kanazaki, Hiroki Morishita, Rei Kondoh",Super Smash Bros. Anthology - Vol. 13: Fire Emblem,Game,02:23,2019,12/10/2023,0,0,0
The Apex of the World,"Takeru Kanazaki, Hiroki Morishita, Rei Kondoh",Super Smash Bros. Anthology - Vol. 13: Fire Emblem,Game,09:07,2019,12/10/2023,0,0,0
The Edge of Dawn (Seasons of Warefare) (JP),"Takeru Kanazaki, Hiroki Morishita, Rei Kondoh",Super Smash Bros. Anthology - Vol. 13: Fire Emblem,Game,10:04,2019,12/10/2023,0,0,0
The Edge of Dawn (Seasons of Warefare),"Takeru Kanazaki, Hiroki Morishita, Rei Kondoh",Super Smash Bros. Anthology - Vol. 13: Fire Emblem,Game,10:04,2019,12/10/2023,0,0,0
